artist;title;lyrics
Kevin Johansen;Baja a la tierra;  ¿para que voy a hablar? Si no vas a escuchar ¿para que? si no querés Ni darme ese lugar  Te recuerdo feliz Con poquito así No hacia mi Tanto ya Que te reías de ti  Baja a la tierra Que no es tan terrible vivir aquí Yo te recuerdo Cuando parecías ser feliz  ¿para que quieres mas? Si tienes todo ya ¿para que? si ya después Nada te llevaras  Baja a la tierra Que no es tan terrible vivir aquí Yo te recuerdo Cuando parecías ser feliz (bis)  ¿para que voy a hablar? Si no vas a escuchar ¿para que? si no querés Ni darme ese lugar  Baja a la tierra Que no es tan terrible vivir aquí Yo te recuerdo Cuando parecías ser feliz  
Kevin Johansen;Baja la tierra - en vivo;  ¿para que voy a hablar? Si no vas a escuchar ¿para que? si no querés Ni darme ese lugar  Te recuerdo feliz Con poquito así No hacia mi Tanto ya Que te reías de ti  Baja a la tierra Que no es tan terrible vivir aquí Yo te recuerdo Cuando parecías ser feliz  ¿para que quieres mas? Si tienes todo ya ¿para que? si ya después Nada te llevaras  Baja a la tierra Que no es tan terrible vivir aquí Yo te recuerdo Cuando parecías ser feliz (bis)  ¿para que voy a hablar? Si no vas a escuchar ¿para que? si no querés Ni darme ese lugar  Baja a la tierra Que no es tan terrible vivir aquí Yo te recuerdo Cuando parecías ser feliz  
Kevin Johansen;Basta de bastas - rastars & rockstars;  Take a look inside me There's something you can't see,take me to your leader i think i could feeder  Take a look inside me There's something you can't see,take me to your leader i think i could feeder  Something that's inside me floating like a frisbee Listen to the jukebox Hollow in the foxtrot, tired of your pollution, i'll be your solution,something that's inside me floating like a frisbee  Basta ya de bastas let's do the cha cha cha, basta ya de rastas let's do the cha cha cha, basta ya de rockstars let`s do the cha cha cha  Basta ya de bastas let's do the cha cha cha, basta ya de rastas let's do the cha cha cha, basta ya de rockstars let`s do the cha cha cha  Why don't you listen to me, the cha cha cha is what you need  Basta ya de bastas let's do the cha cha cha, basta ya de rastas let's do the cha cha cha, basta ya de rockstars let`s do the cha cha cha  Looking for the clovers, can't you see it's over Put me in a headlock,please don't cut my dreadlocks  Something that's inside me floating like a frisbee Listen to the jukebox Hollow in the foxtrot, tired of your pollution, i'll be your solution,something that's inside me floating like a frisbee  Basta ya de bastas let's do the cha cha cha, basta ya de rastas let's do the cha cha cha, basta ya de rockstars let`s do the cha cha cha  Basta ya de bastas let's do the cha cha cha, basta ya de rastas let's do the cha cha cha, basta ya de rockstars let`s do the cha cha cha  Why don't you listen to me, the cha cha cha is what you need  Why don't you listen to me, the cha cha cha is what you need  Why don't you listen to me, the cha cha cha is what you need  
Kevin Johansen;Buenos Aires Anti-Social Club;  No es un bar, no es un pub Es el Buenos Aires Anti-Social Club No es un bar (¡no es un bar!) No es un pool (¡no es un pool!) Es el Buenos Aires Anti-Social Club  Porque acá lo que te mata es la humildad ¡Lo que mata es la humildad por acá!  
Kevin Johansen;Buenos aires anti-social club + el incomprendido;  I don't know what to say It's nice to see your face When I look in you're eyes I can see yours in mine  I don't know what to do To get in touch with you I just want to be friends I don't care where it ends  
Kevin Johansen;Buenos aires rio;  Karaoke, carioca, karaoke  Karaoke, carioca Karaoke, carioca, karaoke  Karaoke, carioca  Río Buenos Aires, río Buenos Aires río, buenos Aires río, buenos Aires Río Buenos Aires, río  
Kevin Johansen;Campo Argentino;  Qué querés, qué querés? What you want, what you want? Que est que çais que tu veux?  Yo no sé, yo no sé I don't know, I don't know Je ne sais pas, Je ne sais pas…  Yo no sé, no sé yo I don't know, don't know I Je ne sais pas, pas ne sais Je!  
Kevin Johansen;Candombito;  [Instrumental]  
Kevin Johansen;Chacarera del deseo (Cómo pega el sol);  Yo era puro, sin nada que esconder Tan seguro, que sólo hacía el bien Luego vi caras, escuché voces Llamándome una y otra vez Y ahora caigo como gota al llover Y me entiendo con el amanecer  Si el corazón tiene ansias de amar Porqué yo no lo he de entregar Si amo las caras, amo las voces Llamándome una y otra vez Y ahora caigo como gota al llover Y me enciendo con el amanecer  Y ahora caigo del cielo como gota al llover Y me enciendo en el viento como el amanecer  Cómo pega, cómo pega, cómo pega el sol Y no llega, no me llega, no llega el calor Cómo pega, cómo pega, cómo pega el sol  Si yo soy las caras, yo soy las voces Llamándome una y otra vez Voy cayendo como gota al llover Y me enciendo como el amanecer  Y ahora caigo del cielo como gota al llover Y me enciendo en el viento como el amanecer  Cómo pega, cómo pega, cómo pega el sol Y no llega, no, no me llega, no llega el calor Cómo pega, cómo pega, cómo pega el sol Y no llega, no, no me llega, no llega el amor No llega el amor. No llega el amor  
Kevin Johansen;Chica Rolinga;  Esta es la historia de la vida de una chica Rolinga..! (No era Ramonera!) La chica rolinga se fue a la bailanta Tiró a la marchanta su vocación rockera La chica rolinga se fue a la bailanta Tiró a la marchanta su vocación rockera (Repite)  Su novio rockero se fué Y yo a la bailanta la llevé Su novio rockero se fue Y yo unos pasitos le enseñé Seguía a una banda de stones Que se llamaban Los Rolling Clones Era groupie de una banda stone Que se llamaba Los Rolling Clones!!! Y dijo: Eh, Mick! Chau, Mick! Eh, Keith! Chau Keith! Eh, Charlie (Watts)! Chau Charlie! Eh, Ron! Chau Ron!  Vamos todos! Vamos, vamo' todo' para arriba! Arriba, lo rolinga! Vamo!  Y dijo: Eh, Keith! Chau Keith! Eh, Mick! Chau, Mick! Eh, Charlie (Watts)! Chau Charlie! Eh, Ron! Chau Ron! Eh, (cómo se llamaba el bajista?) Eh, Wyman! ¿Por qué? Why, man? ¿Por qué?  
Kevin Johansen;City Zen;  Es una guerra entre el ruido y nada  City Zen...  (It's just a war between noise and nothing City Zen...)  
Kevin Johansen;Cliche Gringo Cliche Latino;  Che, gringo, no entendés nada Pero te gusta, te gusta la pachanga Pinche gringo, no entiendes nada Pero te gusta, te gusta la pachanga  Y mueve bien la cintura Porque sabe que al gringo eso le gusta...  Ladino, Cliché Latino, ladrón de gallinas recibido Eh, Ladino! Cliché Latino, ladrón de gallinas recibido Y mueve bien la cintura Porque sabe que al gringo eso le gusta Y mueve bien la cadera Porque sabe que al gringo eso lo altera...  Nosotros también queremos bailar Pero no al pie de tu son También queremos gozar Y no al pie de tu cañón...  Cliché Gringo, Cliché Latino! Si me pongo la fruta en la cabeza Seguro que lloverá cerveza Si me pongo el sombrero de torero Seguro que lloverá dinero Si me pongo algo encima Seguro que algo lloverá Si me pongo alguito encima Seguro que alguien bailará  Estereotipo, estereotipo, estereo Tipo estereotipo...(x 2)  Nosotros también queremos bailar Y no al pie de tu son También queremos gozar Y no al pie de tu cañón También queremo´encajar Y no en tu formato...  Hey now, enajenao! Hey now, enajenao!  
Kevin Johansen;Cliche latino cliche gringo;  Cliché, cliché, cliché...  Hasta cuándo, hasta cuándo, queremos gozar, cuándo vamo'a gozar!  Che gringo no entendés nada, pero te gusta, te gusta la pachanga Pinche gringo no entiendes nada, pero te gusta, te gusta la pachanga  Y mueve bien la cintura porque sabes que al gringo eso le gusta  (aha así es, le gusta mucho, a mi tambien.)  Ladino, cliche latino, ladrón de gallinas recibido Como él Ladino, cliche latino, ladrón de gallinas recibido  Y mueve bien la cintura porque sabes que al gringo eso le gusta Y mueve bien la cadera porque sabes que al gringo eso lo altera  Nosotros tambien queremos bailar, pero no al pie de tu sol Tambien queremos gozar y no al pie de tu cañón  Ahí, ahí si que goza...  Si me pongo la fruta en la cabeza seguro que lloverá cerveza Si me pongo el sombrero de torero seguro que lloverá dinero Si me pongo algo encima seguro que algo lloverá Si me pongo al viento encima seguro que alguien bailará Estereotipo, estereotipoestereo, tipo de estereotipo  Nosotros tambien queremos bailar, y no al pie de tu sol Tambien queremos gozar y no al pie de tu cañón Tambien queremos encajar y no en tu formato  Pinche gringo cliche latino, al final sólo un poco de lo mismo  
Kevin Johansen;Coplas a Fray Martín;"   Letra de ""Coplas a Fray Martín""¡Ahí va Martín y su mula! ¡Ahí va Martín y su mula! Allí se van calle arriba Los dos, Martín y la mula  Llevan prendidos los ojos Llevan prendidos los ojos De vida y hambre de pobres Los dos, Martín y la mula  Y te vas para volver, Martín Con la siembra de tus sueños Sombreando el atardecer  [Break Instrumental]  Y se la pasa viviendo Y se la pasa viviendo Con una mano sembrando Y con la otra barriendo  Y es la esperanza del pobre Y es el consuelo del rico Un hombre de tez morena Y el alma como palo... Un hombre de tez morena Y el alma como paloma  Es la esperanza del pobre Y es el consuelo del rico Un hombre de tez morena Y el alma como paloma  Es la esperanza del pobre Y es el consuelo del rico Un hombre de tez morena Y el alma como paloma  Es la esperanza del pobre Y es el consuelo del rico Un hombre de tez morena Y el alma como paloma  "
Kevin Johansen;Cumbiera intelectual;  La conoci en una bailanta todo apretado Nos tropezamos pero fui yo el que se puso colorado Era distinta y diferente su meneada Y un destello inteligente habia en su mirada... Cuando le dije si queria bailar conmigo Se puso a hablar de Jung, de Freud y Lacan Mi idiosincracia le causaba mucha gracia Me dijo al girar la cumbiera intelectual Me dijo al girar... esa cumbiera intelectual... (Jung, Freud, Simone de Beauvoir, Gothe, Beckett Cosmos, Gershwin, Kurt Weill, Guggenheim...) Estudiaba una carrera poco conocida Algo con ver con letra y filosofia Era linda y hechizera su contoneada Y sus ojos de lince me atravesaban Cuando intent arrimarle mi brazo Se puso a hablar de Miller, de Anais Nin y Picasso Y si osaba intentar robarle un beso Se ponia a leer de Neruda unos versos Me hizo mucho mal la cumbiera intelectual No la puedo olvidar... a esa cumbiera intelectual (Paul Klee, Ante Garmaz, Kandinsky, Diego, Fridha Tolstoi, Bolshoi, Terry Gilliam, Shakespeare William...) Si le decia Vamos al cine, rica Me decia Veamos una de Kusturica Si le decia Vamos a oler las flores Me hablaba de Virginia Wolf y sus amores Me hizo mucho mal la cumbiera intelectual No la puedo olvidar... a esa cumbiera intelectual... Le pedi que me ensee a usar el mouse Pero solo quiere hablarme del Bauhaus Le pregunt si era chorra o rockera Me dijo Gertrude Stein era re-tortillera No la puedo olvidar... Yo no quiero que pienses tanto, cumbiera intelectual! Yo voy a rezarle a tu santo para que te puedas soltar... Para que seas mas normal (Jarmusch, Cousteau, Cocteau, Arto, Maguy Marin Twyla Tharp, Gilda, Visconti, Gismonti...) Aprendi sobre un tal Hesse y de un Thomas Mann Y todo sobre el existencialismo Aleman Y ella me sigue dando catedra todo el dia Aunque por suerte de vez en cuando su cuerpo respira Su cuerpo respira, su cuerpo respira Yo no quiero que pienses tanto, cumbiera intelectual Yo voy a rezarle a tu santo, para que seas mas normal Para que te puedas soltar... Cumbierita, cmo la quiero...!  
Kevin Johansen;Cumbiera intelectual - en vivo;  La conoc en una bailanta todo apretado Nos tropezamos pero fui yo el que se puso colorado Era distinta y diferente su meneada Y un destello inteligente haba en su mirada... Cuando le dije si quera bailar conmigo Se puso a hablar de Jung, de Freud y Lacan Mi idiosincracia le causaba mucha gracia Me dijo al girar la cumbiera intelectual Me dijo al girar... esa cumbiera intelectual... (Jung, Freud, Simone de Beauvoir, Gothe, Beckett Cosmos, Gershwin, Kurt Weill, Guggenheim...) Estudiaba una carrera poco conocida Algo con ver con letra y filosofa Era linda y hechizera su contoneada Y sus ojos de lince me atravesaban Cuando intent arrimarle mi brazo Se puso a hablar de Miller, de Anais Nin y Picasso Y si osaba intentar robarle un beso Se pona a leer de Neruda unos versos Me hizo mucho mal la cumbiera intelectual No la puedo olvidar... a esa cumbiera intelectual (Paul Klee, Ante Garmaz, Kandinsky, Diego, Fridha Tolstoi, Bolshoi, Terry Gilliam, Shakespeare William...) Si le deca Vamos al cine, rica Me deca Veamos una de Kusturica Si le deca Vamos a oler las flores Me hablaba de Virginia Wolf y sus amores Me hizo mucho mal la cumbiera intelectual No la puedo olvidar... a esa cumbiera intelectual... Le ped que me ensee a usar el mouse Pero solo quiere hablarme del Bauhaus Le pregunt si era chorra o rockera Me dijo Gertrude Stein era re-tortillera No la puedo olvidar... Yo no quiero que pienses tanto, cumbiera intelectual! Yo voy a rezarle a tu santo para que te puedas soltar... Para que seas ms normal (Jarmusch, Cousteau, Cocteau, Arto, Maguy Marin Twyla Tharp, Gilda, Visconti, Gismonti...) Aprend sobre un tal Hesse y de un Thomas Mann Y todo sobre el existencialismo Alemn Y ella me sigue dando ctedra todo el da Aunque por suerte de vez en cuando su cuerpo respira Su cuerpo respira, su cuerpo respira Yo no quiero que pienses tanto, cumbiera intelectual Yo voy a rezarle a tu santo, para que seas ms normal Para que te puedas soltar... Cumbierita, cmo la quiero...!  
Kevin Johansen;Daisy;  Daisy, a ella le gusta Te mira y se relame y eso a vos te asusta  No sé ni cómo ni sé de dónde Ciertos poderes ella se esconde No me preguntes ni ni te asombres Se llama Daisy, la comehombres  Desde una edad tirando a temprana Siempre hizo lo que le dio la gana Desde chiquito ya era chiquita Y no jugaba con muñequita'  Daisy, cayó la yuta Mirá que te tienen ficha', mejor que huyas  Y como siempre hace lo que le antoja En zona verde o en zona roja Sin darse cuenta, y ese es el tema Uno se va metiendo en problemas  Daisy  Y cuando te mudes a un nuevo pueblo Y realices un nuevo duelo...  Daisy, te prometemos Que a dónde vayas todos te visitaremos  No sé ni cómo ni sé de dónde Ciertos poderes ella se esconde No me preguntes ni ni te asombres Se llama Daisy, la comehombres  
Kevin Johansen;Dark side of me;"  You say I've not been myself lately Well I'm the first one to agree I'm usually not there when it happens It's called ""the dark side of me"" You say last night I tried to rip your dress off I swear I don't recall a thing That I was howling and laughing like a wild man Well, that was ""the dark side"" baby, not me Please forgive me Please try to understand I'm not that man It's just a lost soul looking for comforting Dark side of me  Old Johnny, Cesar stole his wallet Miss Dodder, Cesar stole her purse Your best friend, what's her name? Cesar left her pregnant Oh honey, I think I'm under some kind of curse  Cause I'm starting to feel a little dizzy My body is shaking and is sweat Feels like my eyes are gonna pop right through the ceiling Don't let me do something I might forget Please don't leave me Please don't run away I'm OK  Cause I'm not the one you're leaving, darling You're leaving the dark side, dark side of me Dark side, you're leaving the dark side, you're leaving the dark side of me Dark side, you're leaving the dark side, you're leaving the dark side of me Please don't leave me Please don't run away I'm OK  Cause I'm not the one you're leaving, darling You're leaving the dark side, dark side of me baby Yeah you're leaving the dark side, darling  "
Kevin Johansen;Desde que te perdí;  Las cosas no andaban bien, nada me salía Mi vida era un túnel sin salida, pero... Desde que te perdí se están enamorando todas de mí Y hasta algunas me quieren convencer Que con ellas podría ser feliz Desde que te perdí las puertas Se me abren de par en par Se me abrió hasta la puerta de Alcalá Y yo aprovecho cada oportunidad Desde que te perdí nunca tuve tal libertad Desde que te perdí no me importa nada de ná... Desde que te perdí la vida me sonríe sin cesar Tengo trabajo y mucha estabilidad Y hasta he trepado en la escala social De ágape en ágape Princesas me sonríen de cuando en vez Me dicen el Hugh Hefner Aragonés Seguro que no sabes ni quién es... Desde que te perdí hago lo que me da la gana Desde que te perdí ya no tengo ganas de nada... Desde que te perdí tomamos unas cañas por ahí Me dices que no es lo mismo ya sin mí Que ahora también eres mucho más feliz... Desde que te perdí, desde que me perdiste Desde que me perdí, desde que te perdiste... Line) --  
Kevin Johansen;Desde que te perdi - en vivo;  Las cosas no andaban bien, nada me salía Mi vida era un túnel sin salida, pero... Desde que te perdí se están enamorando todas de mí Y hasta algunas me quieren convencer Que con ellas podría ser feliz Desde que te perdí las puertas Se me abren de par en par Se me abrió hasta la puerta de Alcalá Y yo aprovecho cada oportunidad Desde que te perdí nunca tuve tal libertad Desde que te perdí no me importa nada de ná... Desde que te perdí la vida me sonríe sin cesar Tengo trabajo y mucha estabilidad Y hasta he trepado en la escala social De ágape en ágape Princesas me sonríen de cuando en vez Me dicen el Hugh Hefner Aragonés Seguro que no sabes ni quién es... Desde que te perdí hago lo que me da la gana Desde que te perdí ya no tengo ganas de nada... Desde que te perdí tomamos unas cañas por ahí Me dices que no es lo mismo ya sin mí Que ahora también eres mucho más feliz... Desde que te perdí, desde que me perdiste Desde que me perdí, desde que te perdiste...  
Kevin Johansen;Down With My Baby;  Im gonna get down with my baby And Im gonna get down, with her soon She is on her way, adn I just can't wait, shell be back by this afternoon, wooo  Im gonna get down with my baby And Im gonna get down, with her soon She is on her way, adn I just can't wait, shell be back by this afternoon, wooo  Im gonna get down with my baby And Im gonna get down, with her soon  Im gonna get down with my baby And Im gonna get down, with her soon...  
Kevin Johansen;El círculo;  Acuéstate y duérmete para despertar Sonriente y feliz Despiértate, levántate para cansarte Y volver a dormir El círculo da la vuelta Y al terminar, la vuelve a dar…  Discúlpame, perdóname para que puedas Ofenderte otra vez Enójate, castígame para que puedas Quererme después El círculo da la vuelta Y al terminar, la vuelve a dar Yo te olvidé No me olvido más…  Entrégate y ríndete para que puedas Escaparte después Libérate y suéltate para que puedas Quereme otra vez  El círculo da la vuelta Y al terminar, la vuelve a dar Te dí todo Y ya no doy mas… Hoy te quiero, mañana también Pasado no, el año que viene creo que Siempre te querré  
Kevin Johansen;El de la puerta;  Yo soy el de la milonga Que cobra a la entrada Y si venís muy seguido No te cobro nada Yo tengo el palco más piola Veo toda la pista Yo soy el muchacho Que cobra  Los viejos me cuentan sus chistes Y fatos de pibes Los cincuentones me afirman Que son invencibles Las chicas con signo ‘e dolar Donde hubo mirada Yo lo he visto todo En la entrada  Después me pierdo en el rumor De las barridas y amagues del amor Y mientras pongo el talco Medio distraîdo Sobre el duro mosaico Me llama un vestido Y sin levantar la vista Me vuelvo a sentar Mirá si me engancho… (Qué voy a bailar!)  (Ah! es amigo de la dueña, pase no hay problema) Si, yo soy ese El muchacho de la puerta Y por más que andés disimulando Sé que te tengo bien muerta Y aunque no bailo te gusto Querés que te saque Y vamos a sacarnos las ganas…  Después me pierdo en la emoción De las paradas y ganchos del dolor Me voy quedando solo Se van las parejas Se fue acompañada Esa guacha pendeja Yo soy el de la puerta No me hagas llorar Que la vez que viene Te voy a cobrar! (Son diez peso'!)  
Kevin Johansen;El incomprendido;  El es... el incomprendido, es lo que le ha sucedido Y aunque haya padecido, es lo que ha elegido Riega con sus escritos boliches y garitos Y alguien lo ha convencido que es un poeta maldito De bar en bar, café en café Cree que lo observan Nadie lo ve... Cree que por ser bohemio, le van a dar un premio Pero se ha vuelto abstemio y el mozo frunce el ceño Cansado de ser pobre y de tantos engaños Su madre no le da un cobre a sus 40 años Podría ser vos, podría ser yo Incomprendidos somos todos Podría ser el o aquellos dos Incomprendidos somos todos...  
Kevin Johansen;El palomo;  Como un palomo en celo, me desvelo por tí Doy vueltas como un trompo y me rompo para tí En medio de mi pecho, los deshechos de tu amor Me van dejando herido, pero no siento dolor Por favor, dime que sí Por favor, no es para mí Es para que volemos al lugar que más quieras...  
Kevin Johansen;En mi cabeza;  En mi cabeza, en mi cabeza, en mi cabeza, vas dando vueltas…  Verse: No sé por qué ella no quiere salir Parece que le gusta estar aquí Por más que intento que salga a pasear Aquí dentro se quiere quedar, parece  Le digo que salga a oler las flores Que vea el mundo que hay fuera de mí Pero no quiere, no quiere escucharme De aquí dentro no quiere salir  En mi cabeza, en mi cabeza, en mi cabeza, vas dando vueltas…  2nd Verse: Me dijo que no se va a ninguna parte Que ya encontró lo que andaba buscando Tiene un altar dedicado a ella Que la hace sentir todo el tiempo bella y sigue  Y sigue y sigue comiéndome el coco Me dijo que la llave se la tragó Dice que se va a quedar por siempre En mi cabeza y en mi corazón  Chorus: En mi cabeza (sigue mi cholita) En mi cabeza (sigue esa negrita) En mi cabeza vas dando vueltas  Te gusta, te gusta estar en mi cabeza Ay, mi negra, qué patitiesa Cómo te gusta molestarme Cómo me gusta, ay! quejarme: Por qué no, por qué no, por qué no te vas? �De una vez, de una buena vez? �Será porque te gusta, será porque te gusta? �Será que te gusta estar adentro mío?  En mi cabeza, en mi cabeza, en mi cabeza, vas dando vueltas… (repeats)  
Kevin Johansen;En mi cabeza - en vivo;  En mi cabeza, en mi cabeza, en mi cabeza, vas dando vueltas  Verse: No s por qu ella no quiere salir Parece que le gusta estar aqui Por mas que intento que salga a pasear Aqui dentro se quiere quedar, parece Le digo que salga a oler las flores Que vea el mundo que hay fuera de mi Pero no quiere, no quiere escucharme De aqui dentro no quiere salir En mi cabeza, en mi cabeza, en mi cabeza, vas dando vueltas  2nd Verse: Me dijo que no se va a ninguna parte Que ya encontr lo que andaba buscando Tiene un altar dedicado a ella Que la hace sentir todo el tiempo bella y sigue Y sigue y sigue comindome el coco Me dijo que la llave se la trag Dice que se va a quedar por siempre En mi cabeza y en mi corazn  Chorus: En mi cabeza (sigue mi cholita) En mi cabeza (sigue esa negrita) En mi cabeza vas dando vueltas Te gusta, te gusta estar en mi cabeza Ay, mi negra, qu patitiesa Cmo te gusta molestarme Cmo me gusta, ay! Quejarme: Por qu no, por qu no, por qu no te vas? De una vez, de una buena vez? Sera porque te gusta, sera porque te gusta? Sera que te gusta estar adentro mio? En mi cabeza, en mi cabeza, en mi cabeza, vas dando vueltas (repeats)  
